date,high,low,close,volume
2025-11-07,3240.345,3178.802,3208.206,19944235624
2025-11-10,3236.605,3138.303,3178.827,20533756116
2025-11-11,3209.89,3130.575,3134.316,20310223048
2025-11-12,3137.582,3078.644,3122.027,19984248383
2025-11-13,3209.703,3107.623,3201.754,20638393403
2025-11-14,3167.105,3111.507,3111.507,20998312484
2025-11-17,3120.735,3082.234,3105.203,21307476760
2025-11-18,3115.306,3052.636,3069.219,22428895470
2025-11-19,3113.222,3061.963,3076.845,20997810906
2025-11-20,3137.065,3039.377,3042.341,19450267734
2025-11-21,2996.794,2920.039,2920.078,24648637338
2025-11-24,2951.434,2892.274,2929.043,21908590872
2025-11-25,3027.83,2961.932,2980.934,22808738026
2025-11-26,3081.491,2962.992,3044.695,21283321280
2025-11-27,3113.442,3027.305,3031.296,19514288579
2025-11-28,3067.76,3013.494,3052.587,18738179122
2025-12-01,3093.962,3037.688,3092.499,21008205794
2025-12-02,3094.177,3056.362,3071.149,19246524050
2025-12-03,3105.304,3028.696,3036.786,19585191000
2025-12-04,3075.458,3016.579,3067.484,17561563591
2025-12-05,3115.814,3048.943,3109.297,18848488749
2025-12-08,3214.478,3119.151,3190.269,21190777492
2025-12-09,3235.536,3175.506,3209.603,19411787047
2025-12-10,3220.235,3143.415,3209.004,18550766603
2025-12-11,3246.317,3163.675,3163.675,19403941107
2025-12-12,3203.254,3137.625,3194.359,20278545302
2025-12-15,3184.625,3135.663,3137.801,18067347997
2025-12-16,3141.579,3058.792,3071.762,18155089402
2025-12-17,3181.689,3072.621,3175.908,18686832441
2025-12-18,3154.066,3107.065,3107.065,16921874026
2025-12-19,3157.29,3112.032,3122.238,17736191710
2025-12-22,3197.941,3153.749,3191.985,17522753517
2025-12-23,3227.067,3184.534,3205.011,18388058045
2025-12-24,3234.999,3193.967,3229.577,18267504994
2025-12-25,3249.105,3200.492,3239.343,19356999681
2025-12-26,3268.695,3219.131,3243.876,21093462998
2025-12-29,3250.088,3208.076,3222.611,19624276753
2025-12-30,3251.133,3207.729,3242.905,20695328504
2025-12-31,3254.89,3198.248,3203.172,20619816729
2026-01-05,3295.286,3229.933,3294.551,26314261047
2026-01-06,3321.436,3265.729,3319.292,27815065515
2026-01-07,3351.216,3298.553,3329.693,27164105082
2026-01-08,3328.955,3285.164,3302.307,28086491869
2026-01-09,3330.012,3269.993,3327.813,33328063500
2026-01-12,3398.05,3282.389,3388.341,40685183170
2026-01-13,3416.837,3307.631,3321.889,41954770103
2026-01-14,3403.954,3308.627,3349.138,43995841831
2026-01-15,3372.474,3309.062,3367.917,30757654761
2026-01-16,3407.862,3354.649,3361.017,29998155132
2026-01-19,3383.789,3326.134,3337.608,25640521661
2026-01-20,3347.944,3257.435,3277.979,26073148031
2026-01-21,3329.502,3270.127,3295.523,23018590975
2026-01-22,3337.272,3280.317,3328.647,23538932550
2026-01-23,3349.503,3316.654,3349.503,29347937166
2026-01-26,3367.992,3304.356,3319.149,31480672335
2026-01-27,3366.683,3277.257,3342.599,26646005109
2026-01-28,3361.14,3301.048,3323.562,25814224847
2026-01-29,3356.485,3298.588,3304.51,29496322405
2026-01-30,3369.245,3255.648,3346.355,26302631763
2026-02-02,3390.299,3262.122,3264.111,23854360757
2026-02-03,3332.477,3249.061,3324.892,23061644766
2026-02-04,3318.898,3244.711,3311.515,23731292772
2026-02-05,3288.375,3238.784,3260.278,20529520802
2026-02-06,3288.032,3199.144,3236.464,20940122955
2026-02-09,3340.329,3276.567,3332.77,23531193301
2026-02-10,3348.483,3320.537,3320.537,24045837249
2026-02-11,3324.182,3284.239,3284.735,22071512282
2026-02-12,3334.354,3292.677,3328.063,22591739521
2026-02-13,3323.369,3275.289,3275.958,20624958923
2026-02-24,3343.244,3292.5,3308.265,22240405558
2026-02-25,3363.182,3302.759,3354.819,23205479475
2026-02-26,3351.573,3310.554,3344.982,25161974420
2026-02-27,3326.585,3292.892,3310.305,24032083023
2026-03-02,3319.908,3257.051,3294.161,27351491153
2026-03-03,3331.264,3206.615,3209.482,28637119972
2026-03-04,3217.111,3149.412,3164.371,21733186383
2026-03-05,3264.796,3194.956,3216.939,24166948932
2026-03-06,3248.898,3177.871,3229.302,22276622596
2026-03-09,3220.015,3111.883,3208.582,25504546193
2026-03-10,3308.747,3272.99,3306.141,23630427361
2026-03-11,3388.103,3318.413,3349.529,23556722041
2026-03-12,3358.771,3286.767,3317.522,22542505817
2026-03-13,3342.854,3296.114,3310.278,22655297449
2026-03-16,3360.354,3284.048,3357.022,20821772507
2026-03-17,3390.021,3279.875,3280.059,20725685437
2026-03-18,3350.556,3274.26,3346.365,19370269368
2026-03-19,3361.215,3295.453,3309.103,19915356248
2026-03-20,3426.609,3348.7,3352.103,22540163023
2026-03-23,3334.456,3214.819,3235.221,23966917084
2026-03-24,3270.191,3155.271,3251.545,20522547863
2026-03-25,3325.263,3278.726,3316.971,20629018561
2026-03-26,3347.23,3263.996,3272.488,18545832832
2026-03-27,3323.333,3228.411,3295.88,16968830294
2026-03-30,3281.393,3224.599,3273.355,17219385707
2026-03-31,3280.479,3184.952,3184.952,17816826549
2026-04-01,3255.264,3206.802,3247.523,18012365918
2026-04-02,3229.679,3155.13,3172.649,17467543341
2026-04-03,3199.438,3149.153,3149.596,16182688712
2026-04-07,3181.351,3133.779,3160.816,14670427390
2026-04-08,3348.392,3243.782,3347.61,22690229989
2026-04-09,3340.298,3301.646,3323.299,19555590311
2026-04-10,3470.719,3354.765,3448.787,20539106713
2026-04-13,3492.482,3434.32,3476.44,18001313969
2026-04-14,3560.302,3493.368,3558.527,20096606164
2026-04-15,3599.979,3491.451,3514.96,20315993310
2026-04-16,3629.422,3518.358,3626.271,21219301035
2026-04-17,3685.098,3620.328,3678.293,21364787944
2026-04-20,3696.26,3642.807,3677.576,21559884372
2026-04-21,3695.742,3619.485,3688.937,19671006859
2026-04-22,3755.751,3660.085,3752.759,20832548977
2026-04-23,3785.23,3681.571,3720.247,23455411380
2026-04-24,3699.939,3624.995,3667.785,22796018188
2026-04-27,3686.943,3640.115,3648.788,21594188735
2026-04-28,3636.934,3580.389,3596.712,21883402468
2026-04-29,3692.206,3578.423,3687.168,21500240214
2026-04-30,3718.399,3660.219,3677.148,20180814133
2026-05-06,3815.07,3724.527,3778.159,24988027312
2026-05-07,3840.055,3761.232,3833.057,25231311943
2026-05-08,3840.156,3787.174,3796.128,24287398220
2026-05-11,3937.874,3797.498,3928.974,26404616003
2026-05-12,3954.991,3897.817,3934.882,24703507786
2026-05-13,4041.989,3893.803,4038.333,24807207033
2026-05-14,4090.422,3937.601,3951.14,25032317176
2026-05-15,4002.727,3870.374,3929.064,24556981859
2026-05-18,3961.156,3883.405,3914.875,21764693581
2026-05-19,3918.307,3808.47,3908.438,22348130376
2026-05-20,3947.22,3887.155,3921.789,22260561647
2026-05-21,4017.809,3827.516,3829.779,26552874188
2026-05-22,3948.989,3856.207,3938.502,21429015141
2026-05-25,4022.737,3905.695,4021.16,23145781457
2026-05-26,4057.369,3985.513,4043.066,22809212733
2026-05-27,4148.234,4015.65,4045.773,22412918557
2026-05-28,4135.375,3971.719,4125.075,20779648537
2026-05-29,4158.694,4010.119,4037.951,23341375890
2026-06-01,4081.418,3942.683,3950.943,21079880879
2026-06-02,4083.925,3946.108,4055.871,20391572781
2026-06-03,4218.331,4063.205,4122.987,21892584780
2026-06-04,4114.237,4051.146,4088.884,20272486985
2026-06-05,4105.21,3933.065,3957.935,22873202312
