B,R,tol,Rb,recall,false,relax,n_confirm_days
0.85,0.4,0.02,0.17,3,0,1.8802,112
0.925,0.45,0.0125,0.03,3,0,1.8798,133
0.925,0.45,0.0175,0.08,3,0,1.8798,152
0.825,0.5,0.015,0.09,3,0,1.8794,121
0.825,0.5,0.02,0.14,3,0,1.8794,128
0.9,0.55,0.0125,0.0,3,0,1.879,152
0.8,0.6,0.015,0.06,3,0,1.8786,143
0.8,0.6,0.02,0.11,3,0,1.8786,145
0.775,0.475,0.02,0.18,3,0,1.8778,107
0.95,0.25,0.02,0.18,3,0,1.8778,108
0.95,0.475,0.015,0.03,3,0,1.8778,155
0.95,0.475,0.02,0.08,3,0,1.8778,169
0.85,0.525,0.0125,0.04,3,0,1.8774,128
0.85,0.525,0.0175,0.09,3,0,1.8774,141
0.75,0.575,0.015,0.1,3,0,1.877,118
0.75,0.575,0.02,0.15,3,0,1.877,123
0.925,0.35,0.015,0.1,3,0,1.877,120
0.925,0.35,0.02,0.15,3,0,1.877,125
0.925,0.575,0.015,0.0,3,0,1.877,177
0.9,0.45,0.015,0.07,3,0,1.8762,139
0.9,0.45,0.02,0.12,3,0,1.8762,139
0.7,0.55,0.02,0.19,3,0,1.8754,100
0.875,0.55,0.015,0.04,3,0,1.8754,150
0.875,0.55,0.02,0.09,3,0,1.8754,157
0.775,0.6,0.0125,0.05,3,0,1.875,125
0.775,0.6,0.0175,0.1,3,0,1.875,137
0.95,0.375,0.0125,0.05,3,0,1.875,127
0.95,0.375,0.0175,0.1,3,0,1.875,139
0.85,0.425,0.02,0.16,3,0,1.8746,120
0.925,0.475,0.0125,0.02,3,0,1.8742,137
0.925,0.475,0.0175,0.07,3,0,1.8742,160
0.825,0.525,0.015,0.08,3,0,1.8738,129
0.825,0.525,0.02,0.13,3,0,1.8738,132
0.8,0.4,0.02,0.2,3,0,1.873,102
0.875,0.45,0.0125,0.06,3,0,1.8726,123
0.775,0.5,0.02,0.17,3,0,1.8722,110
0.95,0.275,0.02,0.17,3,0,1.8722,112
0.95,0.5,0.015,0.02,3,0,1.8722,159
0.95,0.5,0.02,0.07,3,0,1.8722,177
0.85,0.55,0.0125,0.03,3,0,1.8718,131
0.85,0.55,0.0175,0.08,3,0,1.8718,150
0.75,0.6,0.015,0.09,3,0,1.8714,121
0.75,0.6,0.02,0.14,3,0,1.8714,128
0.925,0.375,0.015,0.09,3,0,1.8714,123
0.925,0.375,0.02,0.14,3,0,1.8714,130
0.9,0.475,0.015,0.06,3,0,1.8706,144
0.9,0.475,0.02,0.11,3,0,1.8706,146
0.7,0.575,0.02,0.18,3,0,1.8698,106
0.875,0.575,0.015,0.03,3,0,1.8698,154
0.875,0.575,0.02,0.08,3,0,1.8698,168
0.95,0.4,0.0125,0.04,3,0,1.8694,130
0.95,0.4,0.0175,0.09,3,0,1.8694,143
0.85,0.45,0.015,0.1,3,0,1.869,120
0.85,0.45,0.02,0.15,3,0,1.869,125
0.925,0.5,0.0125,0.01,3,0,1.8687,144
0.925,0.5,0.0175,0.06,3,0,1.8687,166
0.825,0.55,0.015,0.07,3,0,1.8683,137
0.825,0.55,0.02,0.12,3,0,1.8683,137
0.8,0.425,0.02,0.19,3,0,1.8675,102
0.875,0.475,0.0125,0.05,3,0,1.8671,126
0.875,0.475,0.0175,0.1,3,0,1.8671,138
0.775,0.525,0.02,0.16,3,0,1.8667,118
0.95,0.3,0.02,0.16,3,0,1.8667,120
0.95,0.525,0.015,0.01,3,0,1.8667,167
0.95,0.525,0.02,0.06,3,0,1.8667,184
0.85,0.575,0.0125,0.02,3,0,1.8663,136
0.85,0.575,0.0175,0.07,3,0,1.8663,159
0.925,0.4,0.015,0.08,3,0,1.8659,131
0.925,0.4,0.02,0.13,3,0,1.8659,134
0.725,0.5,0.02,0.2,3,0,1.8651,98
0.9,0.5,0.015,0.05,3,0,1.8651,147
0.9,0.5,0.02,0.1,3,0,1.8651,152
0.8,0.55,0.0125,0.06,3,0,1.8647,121
0.7,0.6,0.02,0.17,3,0,1.8643,110
0.875,0.375,0.02,0.17,3,0,1.8643,112
0.875,0.6,0.015,0.02,3,0,1.8643,159
0.875,0.6,0.02,0.07,3,0,1.8643,177
0.95,0.425,0.0125,0.03,3,0,1.8639,133
0.95,0.425,0.0175,0.08,3,0,1.8639,152
0.85,0.475,0.015,0.09,3,0,1.8635,122
0.85,0.475,0.02,0.14,3,0,1.8635,129
0.925,0.525,0.0125,0.0,3,0,1.8631,152
0.825,0.575,0.015,0.06,3,0,1.8627,143
0.825,0.575,0.02,0.11,3,0,1.8627,145
0.8,0.45,0.02,0.18,3,0,1.8619,108
0.875,0.5,0.0125,0.04,3,0,1.8615,128
0.875,0.5,0.0175,0.09,3,0,1.8615,141
0.775,0.55,0.015,0.1,3,0,1.8611,118
0.775,0.55,0.02,0.15,3,0,1.8611,123
0.95,0.325,0.015,0.1,3,0,1.8611,120
0.95,0.325,0.02,0.15,3,0,1.8611,125
0.95,0.55,0.015,0.0,3,0,1.8611,177
0.85,0.6,0.0125,0.01,3,0,1.8607,144
0.85,0.6,0.0175,0.06,3,0,1.8607,166
0.925,0.425,0.015,0.07,3,0,1.8603,139
0.925,0.425,0.02,0.12,3,0,1.8603,139
0.725,0.525,0.02,0.19,3,0,1.8595,100
0.9,0.525,0.015,0.04,3,0,1.8595,150
0.9,0.525,0.02,0.09,3,0,1.8595,157
0.8,0.575,0.0125,0.05,3,0,1.8591,125
0.8,0.575,0.0175,0.1,3,0,1.8591,137
0.875,0.4,0.02,0.16,3,0,1.8587,120
0.95,0.45,0.0125,0.02,3,0,1.8583,138
0.95,0.45,0.0175,0.07,3,0,1.8583,161
0.85,0.5,0.015,0.08,3,0,1.8579,129
0.85,0.5,0.02,0.13,3,0,1.8579,132
0.65,0.6,0.02,0.2,3,0,1.8571,98
0.825,0.375,0.02,0.2,3,0,1.8571,103
0.825,0.6,0.015,0.05,3,0,1.8571,147
0.825,0.6,0.02,0.1,3,0,1.8571,152
0.9,0.425,0.0125,0.06,3,0,1.8567,123
0.8,0.475,0.02,0.17,3,0,1.8563,111
0.875,0.525,0.0125,0.03,3,0,1.856,131
0.875,0.525,0.0175,0.08,3,0,1.856,150
0.775,0.575,0.015,0.09,3,0,1.8556,121
0.775,0.575,0.02,0.14,3,0,1.8556,128
0.95,0.35,0.015,0.09,3,0,1.8556,123
0.95,0.35,0.02,0.14,3,0,1.8556,130
0.925,0.45,0.015,0.06,3,0,1.8548,145
0.925,0.45,0.02,0.11,3,0,1.8548,147
0.725,0.55,0.02,0.18,3,0,1.854,106
0.9,0.55,0.015,0.03,3,0,1.854,154
0.9,0.55,0.02,0.08,3,0,1.854,168
0.8,0.6,0.0125,0.04,3,0,1.8536,128
0.8,0.6,0.0175,0.09,3,0,1.8536,141
0.875,0.425,0.015,0.1,3,0,1.8532,120
0.875,0.425,0.02,0.15,3,0,1.8532,125
0.95,0.475,0.0125,0.01,3,0,1.8528,145
0.95,0.475,0.0175,0.06,3,0,1.8528,167
0.85,0.525,0.015,0.07,3,0,1.8524,137
0.85,0.525,0.02,0.12,3,0,1.8524,137
0.825,0.4,0.02,0.19,3,0,1.8516,104
0.9,0.45,0.0125,0.05,3,0,1.8512,127
0.9,0.45,0.0175,0.1,3,0,1.8512,139
0.8,0.5,0.02,0.16,3,0,1.8508,118
0.875,0.55,0.0125,0.02,3,0,1.8504,136
0.875,0.55,0.0175,0.07,3,0,1.8504,159
0.775,0.6,0.015,0.08,3,0,1.85,129
0.775,0.6,0.02,0.13,3,0,1.85,132
0.95,0.375,0.015,0.08,3,0,1.85,131
0.95,0.375,0.02,0.13,3,0,1.85,134
0.75,0.475,0.02,0.2,3,0,1.8492,99
0.925,0.25,0.02,0.2,3,0,1.8492,100
0.925,0.475,0.015,0.05,3,0,1.8492,148
0.925,0.475,0.02,0.1,3,0,1.8492,153
0.825,0.525,0.0125,0.06,3,0,1.8488,121
0.725,0.575,0.02,0.17,3,0,1.8484,110
0.9,0.575,0.015,0.02,3,0,1.8484,159
0.9,0.575,0.02,0.07,3,0,1.8484,177
0.875,0.45,0.015,0.09,3,0,1.8476,123
0.875,0.45,0.02,0.14,3,0,1.8476,130
0.95,0.5,0.0125,0.0,3,0,1.8472,152
0.85,0.55,0.015,0.06,3,0,1.8468,143
0.85,0.55,0.02,0.11,3,0,1.8468,145
0.825,0.425,0.02,0.18,3,0,1.846,108
0.9,0.475,0.0125,0.04,3,0,1.8456,129
0.9,0.475,0.0175,0.09,3,0,1.8456,142
0.8,0.525,0.015,0.1,3,0,1.8452,118
0.8,0.525,0.02,0.15,3,0,1.8452,123
0.875,0.575,0.0125,0.01,3,0,1.8448,144
0.875,0.575,0.0175,0.06,3,0,1.8448,166
0.95,0.4,0.015,0.07,3,0,1.8444,139
0.95,0.4,0.02,0.12,3,0,1.8444,139
0.75,0.5,0.02,0.19,3,0,1.8437,100
0.925,0.275,0.02,0.19,3,0,1.8437,102
0.925,0.5,0.015,0.04,3,0,1.8437,150
0.925,0.5,0.02,0.09,3,0,1.8437,157
0.825,0.55,0.0125,0.05,3,0,1.8433,125
0.825,0.55,0.0175,0.1,3,0,1.8433,137
0.725,0.6,0.02,0.16,3,0,1.8429,118
0.9,0.375,0.02,0.16,3,0,1.8429,120
0.9,0.6,0.015,0.01,3,0,1.8429,167
0.9,0.6,0.02,0.06,3,0,1.8429,184
0.875,0.475,0.015,0.08,3,0,1.8421,130
0.875,0.475,0.02,0.13,3,0,1.8421,133
0.675,0.575,0.02,0.2,3,0,1.8413,98
0.85,0.575,0.015,0.05,3,0,1.8413,147
0.85,0.575,0.02,0.1,3,0,1.8413,152
0.925,0.4,0.0125,0.06,3,0,1.8409,123
0.825,0.45,0.02,0.17,3,0,1.8405,112
0.9,0.5,0.0125,0.03,3,0,1.8401,131
0.9,0.5,0.0175,0.08,3,0,1.8401,150
0.8,0.55,0.015,0.09,3,0,1.8397,121
0.8,0.55,0.02,0.14,3,0,1.8397,128
0.875,0.6,0.0125,0.0,3,0,1.8393,152
0.95,0.425,0.015,0.06,3,0,1.8389,145
0.95,0.425,0.02,0.11,3,0,1.8389,147
0.75,0.525,0.02,0.18,3,0,1.8381,106
0.925,0.3,0.02,0.18,3,0,1.8381,108
0.925,0.525,0.015,0.03,3,0,1.8381,154
0.925,0.525,0.02,0.08,3,0,1.8381,168
0.825,0.575,0.0125,0.04,3,0,1.8377,128
0.825,0.575,0.0175,0.09,3,0,1.8377,141
0.9,0.4,0.015,0.1,3,0,1.8373,120
0.9,0.4,0.02,0.15,3,0,1.8373,125
0.875,0.5,0.015,0.07,3,0,1.8365,137
0.875,0.5,0.02,0.12,3,0,1.8365,137
0.675,0.6,0.02,0.19,3,0,1.8357,100
0.85,0.375,0.02,0.19,3,0,1.8357,103
0.85,0.6,0.015,0.04,3,0,1.8357,150
0.85,0.6,0.02,0.09,3,0,1.8357,157
0.925,0.425,0.0125,0.05,3,0,1.8353,127
0.925,0.425,0.0175,0.1,3,0,1.8353,139
0.825,0.475,0.02,0.16,3,0,1.8349,119
0.9,0.525,0.0125,0.02,3,0,1.8345,136
0.9,0.525,0.0175,0.07,3,0,1.8345,159
0.8,0.575,0.015,0.08,3,0,1.8341,129
0.8,0.575,0.02,0.13,3,0,1.8341,132
0.775,0.45,0.02,0.2,3,0,1.8333,100
0.95,0.225,0.02,0.2,3,0,1.8333,100
0.95,0.45,0.015,0.05,3,0,1.8333,149
0.95,0.45,0.02,0.1,3,0,1.8333,154
0.85,0.5,0.0125,0.06,3,0,1.8329,121
0.75,0.55,0.02,0.17,3,0,1.8325,110
0.925,0.325,0.02,0.17,3,0,1.8325,112
0.925,0.55,0.015,0.02,3,0,1.8325,159
0.925,0.55,0.02,0.07,3,0,1.8325,177
0.825,0.6,0.0125,0.03,3,0,1.8321,131
0.825,0.6,0.0175,0.08,3,0,1.8321,150
0.9,0.425,0.015,0.09,3,0,1.8317,123
0.9,0.425,0.02,0.14,3,0,1.8317,130
0.875,0.525,0.015,0.06,3,0,1.831,143
0.875,0.525,0.02,0.11,3,0,1.831,145
0.85,0.4,0.02,0.18,3,0,1.8302,108
0.925,0.45,0.0125,0.04,3,0,1.8298,130
0.925,0.45,0.0175,0.09,3,0,1.8298,143
0.825,0.5,0.015,0.1,3,0,1.8294,118
0.825,0.5,0.02,0.15,3,0,1.8294,123
0.9,0.55,0.0125,0.01,3,0,1.829,144
0.9,0.55,0.0175,0.06,3,0,1.829,166
0.8,0.6,0.015,0.07,3,0,1.8286,137
0.8,0.6,0.02,0.12,3,0,1.8286,137
0.775,0.475,0.02,0.19,3,0,1.8278,101
0.95,0.25,0.02,0.19,3,0,1.8278,102
0.95,0.475,0.015,0.04,3,0,1.8278,151
0.95,0.475,0.02,0.09,3,0,1.8278,158
0.85,0.525,0.0125,0.05,3,0,1.8274,125
0.85,0.525,0.0175,0.1,3,0,1.8274,137
0.75,0.575,0.02,0.16,3,0,1.827,118
0.925,0.35,0.02,0.16,3,0,1.827,120
0.925,0.575,0.015,0.01,3,0,1.827,167
0.925,0.575,0.02,0.06,3,0,1.827,184
0.9,0.45,0.015,0.08,3,0,1.8262,131
0.9,0.45,0.02,0.13,3,0,1.8262,134
0.7,0.55,0.02,0.2,3,0,1.8254,98
0.875,0.55,0.015,0.05,3,0,1.8254,147
0.875,0.55,0.02,0.1,3,0,1.8254,152
0.775,0.6,0.0125,0.06,3,0,1.825,121
0.95,0.375,0.0125,0.06,3,0,1.825,123
0.85,0.425,0.02,0.17,3,0,1.8246,112
0.925,0.475,0.0125,0.03,3,0,1.8242,132
0.925,0.475,0.0175,0.08,3,0,1.8242,151
0.825,0.525,0.015,0.09,3,0,1.8238,121
0.825,0.525,0.02,0.14,3,0,1.8238,128
0.9,0.575,0.0125,0.0,3,0,1.8234,152
0.775,0.5,0.02,0.18,3,0,1.8222,106
0.95,0.275,0.02,0.18,3,0,1.8222,108
0.95,0.5,0.015,0.03,3,0,1.8222,154
0.95,0.5,0.02,0.08,3,0,1.8222,168
0.85,0.55,0.0125,0.04,3,0,1.8218,128
0.85,0.55,0.0175,0.09,3,0,1.8218,141
0.75,0.6,0.015,0.1,3,0,1.8214,118
0.75,0.6,0.02,0.15,3,0,1.8214,123
0.925,0.375,0.015,0.1,3,0,1.8214,120
0.925,0.375,0.02,0.15,3,0,1.8214,125
0.925,0.6,0.015,0.0,3,0,1.8214,177
0.9,0.475,0.015,0.07,3,0,1.8206,138
0.9,0.475,0.02,0.12,3,0,1.8206,138
0.7,0.575,0.02,0.19,3,0,1.8198,100
0.875,0.575,0.015,0.04,3,0,1.8198,150
0.875,0.575,0.02,0.09,3,0,1.8198,157
0.95,0.4,0.0125,0.05,3,0,1.8194,127
0.95,0.4,0.0175,0.1,3,0,1.8194,139
0.85,0.45,0.02,0.16,3,0,1.819,120
0.925,0.5,0.0125,0.02,3,0,1.8187,136
0.925,0.5,0.0175,0.07,3,0,1.8187,159
0.825,0.55,0.015,0.08,3,0,1.8183,129
0.825,0.55,0.02,0.13,3,0,1.8183,132
0.8,0.425,0.02,0.2,3,0,1.8175,100
0.875,0.475,0.0125,0.06,3,0,1.8171,122
0.775,0.525,0.02,0.17,3,0,1.8167,110
0.95,0.3,0.02,0.17,3,0,1.8167,112
0.95,0.525,0.015,0.02,3,0,1.8167,159
0.95,0.525,0.02,0.07,3,0,1.8167,177
0.85,0.575,0.0125,0.03,3,0,1.8163,131
0.85,0.575,0.0175,0.08,3,0,1.8163,150
0.925,0.4,0.015,0.09,3,0,1.8159,123
0.925,0.4,0.02,0.14,3,0,1.8159,130
0.9,0.5,0.015,0.06,3,0,1.8151,143
0.9,0.5,0.02,0.11,3,0,1.8151,145
0.7,0.6,0.02,0.18,3,0,1.8143,106
0.875,0.375,0.02,0.18,3,0,1.8143,108
0.875,0.6,0.015,0.03,3,0,1.8143,154
0.875,0.6,0.02,0.08,3,0,1.8143,168
0.95,0.425,0.0125,0.04,3,0,1.8139,130
0.95,0.425,0.0175,0.09,3,0,1.8139,143
0.85,0.475,0.015,0.1,3,0,1.8135,119
0.85,0.475,0.02,0.15,3,0,1.8135,124
0.925,0.525,0.0125,0.01,3,0,1.8131,144
0.925,0.525,0.0175,0.06,3,0,1.8131,166
0.825,0.575,0.015,0.07,3,0,1.8127,137
0.825,0.575,0.02,0.12,3,0,1.8127,137
0.8,0.45,0.02,0.19,3,0,1.8119,102
0.875,0.5,0.0125,0.05,3,0,1.8115,125
0.875,0.5,0.0175,0.1,3,0,1.8115,137
0.775,0.55,0.02,0.16,3,0,1.8111,118
0.95,0.325,0.02,0.16,3,0,1.8111,120
0.95,0.55,0.015,0.01,3,0,1.8111,167
0.95,0.55,0.02,0.06,3,0,1.8111,184
0.85,0.6,0.0125,0.02,3,0,1.8107,136
0.85,0.6,0.0175,0.07,3,0,1.8107,159
0.925,0.425,0.015,0.08,3,0,1.8103,131
0.925,0.425,0.02,0.13,3,0,1.8103,134
0.725,0.525,0.02,0.2,3,0,1.8095,98
0.9,0.525,0.015,0.05,3,0,1.8095,147
0.9,0.525,0.02,0.1,3,0,1.8095,152
0.8,0.575,0.0125,0.06,3,0,1.8091,121
0.875,0.4,0.02,0.17,3,0,1.8087,112
0.95,0.45,0.0125,0.03,3,0,1.8083,133
0.95,0.45,0.0175,0.08,3,0,1.8083,152
0.85,0.5,0.015,0.09,3,0,1.8079,121
0.85,0.5,0.02,0.14,3,0,1.8079,128
0.925,0.55,0.0125,0.0,3,0,1.8075,152
0.825,0.6,0.015,0.06,3,0,1.8071,143
0.825,0.6,0.02,0.11,3,0,1.8071,145
0.8,0.475,0.02,0.18,3,0,1.8063,107
0.875,0.525,0.0125,0.04,3,0,1.806,128
0.875,0.525,0.0175,0.09,3,0,1.806,141
0.775,0.575,0.015,0.1,3,0,1.8056,118
0.775,0.575,0.02,0.15,3,0,1.8056,123
0.95,0.35,0.015,0.1,3,0,1.8056,120
0.95,0.35,0.02,0.15,3,0,1.8056,125
0.95,0.575,0.015,0.0,3,0,1.8056,177
0.925,0.45,0.015,0.07,3,0,1.8048,139
0.925,0.45,0.02,0.12,3,0,1.8048,139
0.725,0.55,0.02,0.19,3,0,1.804,100
0.9,0.55,0.015,0.04,3,0,1.804,150
0.9,0.55,0.02,0.09,3,0,1.804,157
0.8,0.6,0.0125,0.05,3,0,1.8036,125
0.8,0.6,0.0175,0.1,3,0,1.8036,137
0.875,0.425,0.02,0.16,3,0,1.8032,120
0.95,0.475,0.0125,0.02,3,0,1.8028,137
0.95,0.475,0.0175,0.07,3,0,1.8028,160
0.85,0.525,0.015,0.08,3,0,1.8024,129
0.85,0.525,0.02,0.13,3,0,1.8024,132
0.825,0.4,0.02,0.2,3,0,1.8016,102
0.9,0.45,0.0125,0.06,3,0,1.8012,123
0.8,0.5,0.02,0.17,3,0,1.8008,110
0.875,0.55,0.0125,0.03,3,0,1.8004,131
0.875,0.55,0.0175,0.08,3,0,1.8004,150
0.775,0.6,0.015,0.09,3,0,1.8,121
0.775,0.6,0.02,0.14,3,0,1.8,128
0.95,0.375,0.015,0.09,3,0,1.8,123
0.95,0.375,0.02,0.14,3,0,1.8,130
0.925,0.475,0.015,0.06,3,0,1.7992,144
0.925,0.475,0.02,0.11,3,0,1.7992,146
0.725,0.575,0.02,0.18,3,0,1.7984,106
0.9,0.575,0.015,0.03,3,0,1.7984,154
0.9,0.575,0.02,0.08,3,0,1.7984,168
0.875,0.45,0.015,0.1,3,0,1.7976,120
0.875,0.45,0.02,0.15,3,0,1.7976,125
0.95,0.5,0.0125,0.01,3,0,1.7972,144
0.95,0.5,0.0175,0.06,3,0,1.7972,166
0.85,0.55,0.015,0.07,3,0,1.7968,137
0.85,0.55,0.02,0.12,3,0,1.7968,137
0.825,0.425,0.02,0.19,3,0,1.796,102
0.9,0.475,0.0125,0.05,3,0,1.7956,126
0.9,0.475,0.0175,0.1,3,0,1.7956,138
0.8,0.525,0.02,0.16,3,0,1.7952,118
0.875,0.575,0.0125,0.02,3,0,1.7948,136
0.875,0.575,0.0175,0.07,3,0,1.7948,159
0.95,0.4,0.015,0.08,3,0,1.7944,131
0.95,0.4,0.02,0.13,3,0,1.7944,134
0.75,0.5,0.02,0.2,3,0,1.7937,98
0.925,0.275,0.02,0.2,3,0,1.7937,100
0.925,0.5,0.015,0.05,3,0,1.7937,147
0.925,0.5,0.02,0.1,3,0,1.7937,152
0.825,0.55,0.0125,0.06,3,0,1.7933,121
0.725,0.6,0.02,0.17,3,0,1.7929,110
0.9,0.375,0.02,0.17,3,0,1.7929,112
0.9,0.6,0.015,0.02,3,0,1.7929,159
0.9,0.6,0.02,0.07,3,0,1.7929,177
0.875,0.475,0.015,0.09,3,0,1.7921,122
0.875,0.475,0.02,0.14,3,0,1.7921,129
0.95,0.525,0.0125,0.0,3,0,1.7917,152
0.85,0.575,0.015,0.06,3,0,1.7913,143
0.85,0.575,0.02,0.11,3,0,1.7913,145
0.825,0.45,0.02,0.18,3,0,1.7905,108
0.9,0.5,0.0125,0.04,3,0,1.7901,128
0.9,0.5,0.0175,0.09,3,0,1.7901,141
0.8,0.55,0.015,0.1,3,0,1.7897,118
0.8,0.55,0.02,0.15,3,0,1.7897,123
0.875,0.6,0.0125,0.01,3,0,1.7893,144
0.875,0.6,0.0175,0.06,3,0,1.7893,166
0.95,0.425,0.015,0.07,3,0,1.7889,139
0.95,0.425,0.02,0.12,3,0,1.7889,139
0.75,0.525,0.02,0.19,3,0,1.7881,100
0.925,0.3,0.02,0.19,3,0,1.7881,102
0.925,0.525,0.015,0.04,3,0,1.7881,150
0.925,0.525,0.02,0.09,3,0,1.7881,157
0.825,0.575,0.0125,0.05,3,0,1.7877,125
0.825,0.575,0.0175,0.1,3,0,1.7877,137
0.9,0.4,0.02,0.16,3,0,1.7873,120
0.875,0.5,0.015,0.08,3,0,1.7865,129
0.875,0.5,0.02,0.13,3,0,1.7865,132
0.675,0.6,0.02,0.2,3,0,1.7857,98
0.85,0.375,0.02,0.2,3,0,1.7857,101
0.85,0.6,0.015,0.05,3,0,1.7857,147
0.85,0.6,0.02,0.1,3,0,1.7857,152
0.925,0.425,0.0125,0.06,3,0,1.7853,123
0.825,0.475,0.02,0.17,3,0,1.7849,111
0.9,0.525,0.0125,0.03,3,0,1.7845,131
0.9,0.525,0.0175,0.08,3,0,1.7845,150
0.8,0.575,0.015,0.09,3,0,1.7841,121
0.8,0.575,0.02,0.14,3,0,1.7841,128
0.95,0.45,0.015,0.06,3,0,1.7833,145
0.95,0.45,0.02,0.11,3,0,1.7833,147
0.75,0.55,0.02,0.18,3,0,1.7825,106
0.925,0.325,0.02,0.18,3,0,1.7825,108
0.925,0.55,0.015,0.03,3,0,1.7825,154
0.925,0.55,0.02,0.08,3,0,1.7825,168
0.825,0.6,0.0125,0.04,3,0,1.7821,128
0.825,0.6,0.0175,0.09,3,0,1.7821,141
0.9,0.425,0.015,0.1,3,0,1.7817,120
0.9,0.425,0.02,0.15,3,0,1.7817,125
0.875,0.525,0.015,0.07,3,0,1.781,137
0.875,0.525,0.02,0.12,3,0,1.781,137
0.85,0.4,0.02,0.19,3,0,1.7802,102
0.925,0.45,0.0125,0.05,3,0,1.7798,127
0.925,0.45,0.0175,0.1,3,0,1.7798,139
0.825,0.5,0.02,0.16,3,0,1.7794,118
0.9,0.55,0.0125,0.02,3,0,1.779,136
0.9,0.55,0.0175,0.07,3,0,1.779,159
0.8,0.6,0.015,0.08,3,0,1.7786,129
0.8,0.6,0.02,0.13,3,0,1.7786,132
0.775,0.475,0.02,0.2,3,0,1.7778,99
0.95,0.25,0.02,0.2,3,0,1.7778,100
0.95,0.475,0.015,0.05,3,0,1.7778,148
0.95,0.475,0.02,0.1,3,0,1.7778,153
0.85,0.525,0.0125,0.06,3,0,1.7774,121
0.75,0.575,0.02,0.17,3,0,1.777,110
0.925,0.35,0.02,0.17,3,0,1.777,112
0.925,0.575,0.015,0.02,3,0,1.777,159
0.925,0.575,0.02,0.07,3,0,1.777,177
0.9,0.45,0.015,0.09,3,0,1.7762,123
0.9,0.45,0.02,0.14,3,0,1.7762,130
0.875,0.55,0.015,0.06,3,0,1.7754,143
0.875,0.55,0.02,0.11,3,0,1.7754,145
0.85,0.425,0.02,0.18,3,0,1.7746,108
0.925,0.475,0.0125,0.04,3,0,1.7742,129
0.925,0.475,0.0175,0.09,3,0,1.7742,142
0.825,0.525,0.015,0.1,3,0,1.7738,118
0.825,0.525,0.02,0.15,3,0,1.7738,123
0.9,0.575,0.0125,0.01,3,0,1.7734,144
0.9,0.575,0.0175,0.06,3,0,1.7734,166
0.775,0.5,0.02,0.19,3,0,1.7722,100
0.95,0.275,0.02,0.19,3,0,1.7722,102
0.95,0.5,0.015,0.04,3,0,1.7722,150
0.95,0.5,0.02,0.09,3,0,1.7722,157
0.85,0.55,0.0125,0.05,3,0,1.7718,125
0.85,0.55,0.0175,0.1,3,0,1.7718,137
0.75,0.6,0.02,0.16,3,0,1.7714,118
0.925,0.375,0.02,0.16,3,0,1.7714,120
0.925,0.6,0.015,0.01,3,0,1.7714,167
0.925,0.6,0.02,0.06,3,0,1.7714,184
0.9,0.475,0.015,0.08,3,0,1.7706,130
0.9,0.475,0.02,0.13,3,0,1.7706,133
0.7,0.575,0.02,0.2,3,0,1.7698,98
0.875,0.575,0.015,0.05,3,0,1.7698,147
0.875,0.575,0.02,0.1,3,0,1.7698,152
0.95,0.4,0.0125,0.06,3,0,1.7694,123
0.85,0.45,0.02,0.17,3,0,1.769,112
0.925,0.5,0.0125,0.03,3,0,1.7687,131
0.925,0.5,0.0175,0.08,3,0,1.7687,150
0.825,0.55,0.015,0.09,3,0,1.7683,121
0.825,0.55,0.02,0.14,3,0,1.7683,128
0.9,0.6,0.0125,0.0,3,0,1.7679,152
0.775,0.525,0.02,0.18,3,0,1.7667,106
0.95,0.3,0.02,0.18,3,0,1.7667,108
0.95,0.525,0.015,0.03,3,0,1.7667,154
0.95,0.525,0.02,0.08,3,0,1.7667,168
0.85,0.575,0.0125,0.04,3,0,1.7663,128
0.85,0.575,0.0175,0.09,3,0,1.7663,141
0.925,0.4,0.015,0.1,3,0,1.7659,120
0.925,0.4,0.02,0.15,3,0,1.7659,125
0.9,0.5,0.015,0.07,3,0,1.7651,137
0.9,0.5,0.02,0.12,3,0,1.7651,137
0.7,0.6,0.02,0.19,3,0,1.7643,100
0.875,0.375,0.02,0.19,3,0,1.7643,102
0.875,0.6,0.015,0.04,3,0,1.7643,150
0.875,0.6,0.02,0.09,3,0,1.7643,157
0.95,0.425,0.0125,0.05,3,0,1.7639,127
0.95,0.425,0.0175,0.1,3,0,1.7639,139
0.85,0.475,0.02,0.16,3,0,1.7635,119
0.925,0.525,0.0125,0.02,3,0,1.7631,136
0.925,0.525,0.0175,0.07,3,0,1.7631,159
0.825,0.575,0.015,0.08,3,0,1.7627,129
0.825,0.575,0.02,0.13,3,0,1.7627,132
0.8,0.45,0.02,0.2,3,0,1.7619,100
0.875,0.5,0.0125,0.06,3,0,1.7615,121
0.775,0.55,0.02,0.17,3,0,1.7611,110
0.95,0.325,0.02,0.17,3,0,1.7611,112
0.95,0.55,0.015,0.02,3,0,1.7611,159
0.95,0.55,0.02,0.07,3,0,1.7611,177
0.85,0.6,0.0125,0.03,3,0,1.7607,131
0.85,0.6,0.0175,0.08,3,0,1.7607,150
0.925,0.425,0.015,0.09,3,0,1.7603,123
0.925,0.425,0.02,0.14,3,0,1.7603,130
0.9,0.525,0.015,0.06,3,0,1.7595,143
0.9,0.525,0.02,0.11,3,0,1.7595,145
0.875,0.4,0.02,0.18,3,0,1.7587,108
0.95,0.45,0.0125,0.04,3,0,1.7583,130
0.95,0.45,0.0175,0.09,3,0,1.7583,143
