B,R,tol,Rb,recall,false,relax,n_confirm_days
0.8,0.15,0.0175,0.03,3,1,3.1536,188
0.7,0.2,0.015,0.04,3,1,3.1532,169
0.7,0.2,0.02,0.09,3,1,3.1532,180
0.6,0.25,0.0125,0.05,3,1,3.1528,140
0.6,0.25,0.0175,0.1,3,1,3.1528,153
0.6,0.475,0.0175,0.0,3,1,3.1528,204
0.775,0.25,0.0175,0.0,3,1,3.1528,211
0.675,0.3,0.015,0.01,3,1,3.1524,176
0.675,0.3,0.02,0.06,3,1,3.1524,195
0.65,0.175,0.015,0.08,3,1,3.1516,155
0.65,0.175,0.02,0.13,3,1,3.1516,160
0.65,0.4,0.02,0.03,3,1,3.1516,203
0.825,0.175,0.02,0.03,3,1,3.1516,202
0.725,0.225,0.0175,0.04,3,1,3.1512,188
0.625,0.275,0.015,0.05,3,1,3.1508,158
0.625,0.275,0.02,0.1,3,1,3.1508,165
0.625,0.5,0.02,0.0,3,1,3.1508,222
0.8,0.275,0.02,0.0,3,1,3.1508,227
0.7,0.325,0.0175,0.01,3,1,3.1504,201
0.6,0.15,0.015,0.12,3,1,3.15,138
0.6,0.15,0.02,0.17,3,1,3.15,145
0.775,0.15,0.015,0.02,3,1,3.15,174
0.775,0.15,0.02,0.07,3,1,3.15,196
0.675,0.2,0.0125,0.03,3,1,3.1496,152
0.675,0.2,0.0175,0.08,3,1,3.1496,173
0.75,0.25,0.02,0.04,3,1,3.1492,204
0.65,0.3,0.0125,0.0,3,1,3.1488,161
0.65,0.3,0.0175,0.05,3,1,3.1488,180
0.725,0.35,0.02,0.01,3,1,3.1484,218
0.625,0.175,0.0125,0.07,3,1,3.148,143
0.625,0.175,0.0175,0.12,3,1,3.148,151
0.625,0.4,0.0175,0.02,3,1,3.148,191
0.8,0.175,0.0175,0.02,3,1,3.148,193
0.7,0.225,0.015,0.03,3,1,3.1476,167
0.7,0.225,0.02,0.08,3,1,3.1476,186
0.6,0.275,0.0125,0.04,3,1,3.1472,139
0.6,0.275,0.0175,0.09,3,1,3.1472,154
0.675,0.325,0.015,0.0,3,1,3.1468,186
0.675,0.325,0.02,0.05,3,1,3.1468,197
0.75,0.15,0.0125,0.01,3,1,3.1464,163
0.75,0.15,0.0175,0.06,3,1,3.1464,188
0.65,0.2,0.015,0.07,3,1,3.146,160
0.65,0.2,0.02,0.12,3,1,3.146,163
0.65,0.425,0.02,0.02,3,1,3.146,205
0.825,0.2,0.02,0.02,3,1,3.146,208
0.725,0.25,0.0175,0.03,3,1,3.1456,190
0.625,0.3,0.015,0.04,3,1,3.1452,160
0.625,0.3,0.02,0.09,3,1,3.1452,169
0.7,0.35,0.0175,0.0,3,1,3.1448,210
0.6,0.175,0.015,0.11,3,1,3.1444,141
0.6,0.175,0.02,0.16,3,1,3.1444,148
0.775,0.175,0.015,0.01,3,1,3.1444,180
0.775,0.175,0.02,0.06,3,1,3.1444,200
0.675,0.225,0.0125,0.02,3,1,3.144,151
0.675,0.225,0.0175,0.07,3,1,3.144,176
0.75,0.275,0.02,0.03,3,1,3.1437,204
0.65,0.325,0.0175,0.04,3,1,3.1433,183
0.725,0.15,0.015,0.05,3,1,3.1429,170
0.725,0.15,0.02,0.1,3,1,3.1429,178
0.725,0.375,0.02,0.0,3,1,3.1429,229
0.9,0.15,0.02,0.0,3,1,3.1429,225
0.625,0.2,0.0125,0.06,3,1,3.1425,144
0.625,0.2,0.0175,0.11,3,1,3.1425,156
0.625,0.425,0.0175,0.01,3,1,3.1425,195
0.8,0.2,0.0175,0.01,3,1,3.1425,201
0.7,0.25,0.015,0.02,3,1,3.1421,171
0.7,0.25,0.02,0.07,3,1,3.1421,192
0.6,0.3,0.0125,0.03,3,1,3.1417,140
0.6,0.3,0.0175,0.08,3,1,3.1417,162
0.675,0.35,0.02,0.04,3,1,3.1413,200
0.75,0.175,0.0125,0.0,3,1,3.1409,169
0.75,0.175,0.0175,0.05,3,1,3.1409,189
0.65,0.225,0.015,0.06,3,1,3.1405,159
0.65,0.225,0.02,0.11,3,1,3.1405,165
0.65,0.45,0.02,0.01,3,1,3.1405,213
0.825,0.225,0.02,0.01,3,1,3.1405,216
0.725,0.275,0.0175,0.02,3,1,3.1401,193
0.625,0.325,0.015,0.03,3,1,3.1397,163
0.625,0.325,0.02,0.08,3,1,3.1397,179
0.7,0.15,0.0125,0.04,3,1,3.1393,153
0.7,0.15,0.0175,0.09,3,1,3.1393,169
0.6,0.2,0.015,0.1,3,1,3.1389,142
0.6,0.2,0.02,0.15,3,1,3.1389,150
0.6,0.425,0.02,0.05,3,1,3.1389,191
0.775,0.2,0.015,0.0,3,1,3.1389,190
0.775,0.2,0.02,0.05,3,1,3.1389,203
0.675,0.25,0.0125,0.01,3,1,3.1385,158
0.675,0.25,0.0175,0.06,3,1,3.1385,180
0.75,0.3,0.02,0.02,3,1,3.1381,210
0.65,0.35,0.0175,0.03,3,1,3.1377,186
0.725,0.175,0.015,0.04,3,1,3.1373,170
0.725,0.175,0.02,0.09,3,1,3.1373,180
0.625,0.225,0.0125,0.05,3,1,3.1369,141
0.625,0.225,0.0175,0.1,3,1,3.1369,155
0.625,0.45,0.0175,0.0,3,1,3.1369,205
0.8,0.225,0.0175,0.0,3,1,3.1369,209
0.7,0.275,0.015,0.01,3,1,3.1365,176
0.7,0.275,0.02,0.06,3,1,3.1365,195
0.6,0.325,0.0125,0.02,3,1,3.1361,145
0.6,0.325,0.0175,0.07,3,1,3.1361,170
0.675,0.15,0.015,0.08,3,1,3.1357,159
0.675,0.15,0.02,0.13,3,1,3.1357,164
0.675,0.375,0.02,0.03,3,1,3.1357,204
0.85,0.15,0.02,0.03,3,1,3.1357,201
0.75,0.2,0.0175,0.04,3,1,3.1353,192
0.65,0.25,0.015,0.05,3,1,3.1349,161
0.65,0.25,0.02,0.1,3,1,3.1349,168
0.65,0.475,0.02,0.0,3,1,3.1349,223
0.825,0.25,0.02,0.0,3,1,3.1349,227
0.725,0.3,0.0175,0.01,3,1,3.1345,201
0.625,0.35,0.015,0.02,3,1,3.1341,167
0.625,0.35,0.02,0.07,3,1,3.1341,186
0.7,0.175,0.0125,0.03,3,1,3.1337,153
0.7,0.175,0.0175,0.08,3,1,3.1337,175
0.6,0.225,0.015,0.09,3,1,3.1333,140
0.6,0.225,0.02,0.14,3,1,3.1333,149
0.6,0.45,0.02,0.04,3,1,3.1333,195
0.775,0.225,0.02,0.04,3,1,3.1333,202
0.675,0.275,0.0125,0.0,3,1,3.1329,162
0.675,0.275,0.0175,0.05,3,1,3.1329,180
0.75,0.325,0.02,0.01,3,1,3.1325,218
0.65,0.15,0.0125,0.07,3,1,3.1321,146
0.65,0.15,0.0175,0.12,3,1,3.1321,154
0.65,0.375,0.0175,0.02,3,1,3.1321,192
0.825,0.15,0.0175,0.02,3,1,3.1321,191
0.725,0.2,0.015,0.03,3,1,3.1317,172
0.725,0.2,0.02,0.08,3,1,3.1317,190
0.625,0.25,0.0125,0.04,3,1,3.1313,143
0.625,0.25,0.0175,0.09,3,1,3.1313,157
0.7,0.3,0.015,0.0,3,1,3.131,186
0.7,0.3,0.02,0.05,3,1,3.131,198
0.6,0.35,0.0125,0.01,3,1,3.1306,152
0.6,0.35,0.0175,0.06,3,1,3.1306,175
0.675,0.175,0.015,0.07,3,1,3.1302,162
0.675,0.175,0.02,0.12,3,1,3.1302,165
0.675,0.4,0.02,0.02,3,1,3.1302,209
0.85,0.175,0.02,0.02,3,1,3.1302,206
0.75,0.225,0.0175,0.03,3,1,3.1298,190
0.65,0.275,0.015,0.04,3,1,3.1294,161
0.65,0.275,0.02,0.09,3,1,3.1294,170
0.725,0.325,0.0175,0.0,3,1,3.129,211
0.625,0.15,0.015,0.11,3,1,3.1286,145
0.625,0.15,0.02,0.16,3,1,3.1286,151
0.8,0.15,0.015,0.01,3,1,3.1286,177
0.8,0.15,0.02,0.06,3,1,3.1286,194
0.7,0.2,0.0125,0.02,3,1,3.1282,155
0.7,0.2,0.0175,0.07,3,1,3.1282,181
0.6,0.25,0.015,0.08,3,1,3.1278,146
0.6,0.25,0.02,0.13,3,1,3.1278,150
0.6,0.475,0.02,0.03,3,1,3.1278,198
0.775,0.25,0.02,0.03,3,1,3.1278,205
0.675,0.3,0.0175,0.04,3,1,3.1274,184
0.75,0.35,0.02,0.0,3,1,3.127,228
0.65,0.175,0.0125,0.06,3,1,3.1266,146
0.65,0.175,0.0175,0.11,3,1,3.1266,158
0.65,0.4,0.0175,0.01,3,1,3.1266,199
0.825,0.175,0.0175,0.01,3,1,3.1266,198
0.725,0.225,0.015,0.02,3,1,3.1262,172
0.725,0.225,0.02,0.07,3,1,3.1262,194
0.625,0.275,0.0125,0.03,3,1,3.1258,141
0.625,0.275,0.0175,0.08,3,1,3.1258,163
0.7,0.325,0.02,0.04,3,1,3.1254,201
0.6,0.15,0.0125,0.1,3,1,3.125,135
0.6,0.15,0.0175,0.15,3,1,3.125,143
0.6,0.375,0.0175,0.05,3,1,3.125,178
0.775,0.15,0.0125,0.0,3,1,3.125,167
0.775,0.15,0.0175,0.05,3,1,3.125,188
0.675,0.2,0.015,0.06,3,1,3.1246,164
0.675,0.2,0.02,0.11,3,1,3.1246,171
0.675,0.425,0.02,0.01,3,1,3.1246,213
0.85,0.2,0.02,0.01,3,1,3.1246,214
0.75,0.25,0.0175,0.02,3,1,3.1242,195
0.65,0.3,0.015,0.03,3,1,3.1238,163
0.65,0.3,0.02,0.08,3,1,3.1238,180
0.625,0.175,0.015,0.1,3,1,3.123,145
0.625,0.175,0.02,0.15,3,1,3.123,152
0.625,0.4,0.02,0.05,3,1,3.123,195
0.8,0.175,0.015,0.0,3,1,3.123,186
0.8,0.175,0.02,0.05,3,1,3.123,197
0.7,0.225,0.0125,0.01,3,1,3.1226,158
0.7,0.225,0.0175,0.06,3,1,3.1226,181
0.6,0.275,0.015,0.07,3,1,3.1222,150
0.6,0.275,0.02,0.12,3,1,3.1222,150
0.6,0.5,0.02,0.02,3,1,3.1222,203
0.775,0.275,0.02,0.02,3,1,3.1222,209
0.675,0.325,0.0175,0.03,3,1,3.1218,187
0.75,0.15,0.015,0.04,3,1,3.1214,171
0.75,0.15,0.02,0.09,3,1,3.1214,180
0.65,0.2,0.0125,0.05,3,1,3.121,147
0.65,0.2,0.0175,0.1,3,1,3.121,160
0.65,0.425,0.0175,0.0,3,1,3.121,205
0.825,0.2,0.0175,0.0,3,1,3.121,208
0.725,0.25,0.015,0.01,3,1,3.1206,179
0.725,0.25,0.02,0.06,3,1,3.1206,198
0.625,0.3,0.0125,0.02,3,1,3.1202,145
0.625,0.3,0.0175,0.07,3,1,3.1202,171
0.7,0.35,0.02,0.03,3,1,3.1198,204
0.6,0.175,0.0125,0.09,3,1,3.1194,133
0.6,0.175,0.0175,0.14,3,1,3.1194,143
0.6,0.4,0.0175,0.04,3,1,3.1194,181
0.775,0.175,0.0175,0.04,3,1,3.1194,190
0.675,0.225,0.015,0.05,3,1,3.119,162
0.675,0.225,0.02,0.1,3,1,3.119,170
0.675,0.45,0.02,0.0,3,1,3.119,224
0.85,0.225,0.02,0.0,3,1,3.119,225
0.75,0.275,0.0175,0.01,3,1,3.1187,200
0.65,0.325,0.015,0.02,3,1,3.1183,168
0.65,0.325,0.02,0.07,3,1,3.1183,188
0.725,0.15,0.0125,0.03,3,1,3.1179,153
0.725,0.15,0.0175,0.08,3,1,3.1179,176
0.625,0.2,0.015,0.09,3,1,3.1175,145
0.625,0.2,0.02,0.14,3,1,3.1175,154
0.625,0.425,0.02,0.04,3,1,3.1175,195
0.8,0.2,0.02,0.04,3,1,3.1175,201
0.7,0.25,0.0125,0.0,3,1,3.1171,165
0.7,0.25,0.0175,0.05,3,1,3.1171,183
0.6,0.3,0.015,0.06,3,1,3.1167,154
0.6,0.3,0.02,0.11,3,1,3.1167,157
0.6,0.525,0.02,0.01,3,1,3.1167,211
0.775,0.3,0.02,0.01,3,1,3.1167,217
0.675,0.35,0.0175,0.02,3,1,3.1163,192
0.75,0.175,0.015,0.03,3,1,3.1159,172
0.75,0.175,0.02,0.08,3,1,3.1159,189
0.65,0.225,0.0125,0.04,3,1,3.1155,144
0.65,0.225,0.0175,0.09,3,1,3.1155,159
0.725,0.275,0.015,0.0,3,1,3.1151,186
0.725,0.275,0.02,0.05,3,1,3.1151,198
0.625,0.325,0.0125,0.01,3,1,3.1147,153
0.625,0.325,0.0175,0.06,3,1,3.1147,176
0.7,0.15,0.015,0.07,3,1,3.1143,164
0.7,0.15,0.02,0.12,3,1,3.1143,168
0.7,0.375,0.02,0.02,3,1,3.1143,210
0.875,0.15,0.02,0.02,3,1,3.1143,206
0.6,0.2,0.0125,0.08,3,1,3.1139,136
0.6,0.2,0.0175,0.13,3,1,3.1139,143
0.6,0.425,0.0175,0.03,3,1,3.1139,181
0.775,0.2,0.0175,0.03,3,1,3.1139,192
0.675,0.25,0.015,0.04,3,1,3.1135,164
0.675,0.25,0.02,0.09,3,1,3.1135,173
0.75,0.3,0.0175,0.0,3,1,3.1131,210
0.65,0.35,0.015,0.01,3,1,3.1127,175
0.65,0.35,0.02,0.06,3,1,3.1127,193
0.725,0.175,0.0125,0.02,3,1,3.1123,154
0.725,0.175,0.0175,0.07,3,1,3.1123,182
0.625,0.225,0.015,0.08,3,1,3.1119,148
0.625,0.225,0.02,0.13,3,1,3.1119,152
0.625,0.45,0.02,0.03,3,1,3.1119,199
0.8,0.225,0.02,0.03,3,1,3.1119,203
0.7,0.275,0.0175,0.04,3,1,3.1115,184
0.6,0.325,0.015,0.05,3,1,3.1111,156
0.6,0.325,0.02,0.1,3,1,3.1111,163
0.6,0.55,0.02,0.0,3,1,3.1111,222
0.775,0.325,0.02,0.0,3,1,3.1111,228
0.675,0.15,0.0125,0.06,3,1,3.1107,149
0.675,0.15,0.0175,0.11,3,1,3.1107,162
0.675,0.375,0.0175,0.01,3,1,3.1107,200
0.85,0.15,0.0175,0.01,3,1,3.1107,197
0.75,0.2,0.015,0.02,3,1,3.1103,175
0.75,0.2,0.02,0.07,3,1,3.1103,197
0.65,0.25,0.0125,0.03,3,1,3.1099,145
0.65,0.25,0.0175,0.08,3,1,3.1099,166
0.725,0.3,0.02,0.04,3,1,3.1095,202
0.625,0.35,0.0125,0.0,3,1,3.1091,160
0.625,0.35,0.0175,0.05,3,1,3.1091,178
0.7,0.175,0.015,0.06,3,1,3.1087,165
0.7,0.175,0.02,0.11,3,1,3.1087,173
0.7,0.4,0.02,0.01,3,1,3.1087,217
0.875,0.175,0.02,0.01,3,1,3.1087,213
0.6,0.225,0.0125,0.07,3,1,3.1083,134
0.6,0.225,0.0175,0.12,3,1,3.1083,142
0.6,0.45,0.0175,0.02,3,1,3.1083,187
0.775,0.225,0.0175,0.02,3,1,3.1083,193
0.675,0.275,0.015,0.03,3,1,3.1079,164
0.675,0.275,0.02,0.08,3,1,3.1079,181
0.65,0.15,0.015,0.1,3,1,3.1071,148
0.65,0.15,0.02,0.15,3,1,3.1071,155
0.65,0.375,0.02,0.05,3,1,3.1071,196
0.825,0.15,0.015,0.0,3,1,3.1071,184
0.825,0.15,0.02,0.05,3,1,3.1071,195
0.725,0.2,0.0125,0.01,3,1,3.1067,162
0.725,0.2,0.0175,0.06,3,1,3.1067,186
0.625,0.25,0.015,0.07,3,1,3.1063,153
0.625,0.25,0.02,0.12,3,1,3.1063,155
0.625,0.475,0.02,0.02,3,1,3.1063,204
0.8,0.25,0.02,0.02,3,1,3.1063,209
0.7,0.3,0.0175,0.03,3,1,3.106,187
0.6,0.35,0.015,0.04,3,1,3.1056,158
0.6,0.35,0.02,0.09,3,1,3.1056,166
0.675,0.175,0.0125,0.05,3,1,3.1052,149
0.675,0.175,0.0175,0.1,3,1,3.1052,162
0.675,0.4,0.0175,0.0,3,1,3.1052,209
0.85,0.175,0.0175,0.0,3,1,3.1052,206
0.75,0.225,0.015,0.01,3,1,3.1048,179
0.75,0.225,0.02,0.06,3,1,3.1048,198
0.65,0.275,0.0125,0.02,3,1,3.1044,146
0.65,0.275,0.0175,0.07,3,1,3.1044,171
0.725,0.325,0.02,0.03,3,1,3.104,205
0.625,0.15,0.0125,0.09,3,1,3.1036,137
0.625,0.15,0.0175,0.14,3,1,3.1036,146
0.625,0.375,0.0175,0.04,3,1,3.1036,182
0.8,0.15,0.0175,0.04,3,1,3.1036,184
0.7,0.2,0.015,0.05,3,1,3.1032,166
0.7,0.2,0.02,0.1,3,1,3.1032,175
0.7,0.425,0.02,0.0,3,1,3.1032,224
0.875,0.2,0.02,0.0,3,1,3.1032,224
0.6,0.25,0.0125,0.06,3,1,3.1028,137
0.6,0.25,0.0175,0.11,3,1,3.1028,148
0.6,0.475,0.0175,0.01,3,1,3.1028,194
0.775,0.25,0.0175,0.01,3,1,3.1028,201
0.675,0.3,0.015,0.02,3,1,3.1024,168
0.675,0.3,0.02,0.07,3,1,3.1024,189
0.65,0.175,0.015,0.09,3,1,3.1016,147
0.65,0.175,0.02,0.14,3,1,3.1016,156
0.65,0.4,0.02,0.04,3,1,3.1016,199
0.825,0.175,0.02,0.04,3,1,3.1016,198
0.725,0.225,0.0125,0.0,3,1,3.1012,166
0.725,0.225,0.0175,0.05,3,1,3.1012,184
0.625,0.275,0.015,0.06,3,1,3.1008,155
0.625,0.275,0.02,0.11,3,1,3.1008,158
0.625,0.5,0.02,0.01,3,1,3.1008,211
0.8,0.275,0.02,0.01,3,1,3.1008,216
0.7,0.325,0.0175,0.02,3,1,3.1004,193
0.6,0.15,0.015,0.13,3,1,3.1,135
0.6,0.15,0.02,0.18,3,1,3.1,141
0.775,0.15,0.015,0.03,3,1,3.1,171
0.775,0.15,0.02,0.08,3,1,3.1,187
0.675,0.2,0.0125,0.04,3,1,3.0996,150
0.675,0.2,0.0175,0.09,3,1,3.0996,164
0.75,0.25,0.015,0.0,3,1,3.0992,187
0.75,0.25,0.02,0.05,3,1,3.0992,200
0.65,0.3,0.0125,0.01,3,1,3.0988,153
0.65,0.3,0.0175,0.06,3,1,3.0988,177
0.725,0.35,0.02,0.02,3,1,3.0984,210
0.625,0.175,0.0125,0.08,3,1,3.098,139
0.625,0.175,0.0175,0.13,3,1,3.098,146
0.625,0.4,0.0175,0.03,3,1,3.098,185
0.8,0.175,0.0175,0.03,3,1,3.098,187
0.7,0.225,0.015,0.04,3,1,3.0976,164
0.7,0.225,0.02,0.09,3,1,3.0976,175
0.6,0.275,0.0125,0.05,3,1,3.0972,136
0.6,0.275,0.0175,0.1,3,1,3.0972,150
0.6,0.5,0.0175,0.0,3,1,3.0972,203
0.775,0.275,0.0175,0.0,3,1,3.0972,209
0.675,0.325,0.015,0.01,3,1,3.0968,176
0.675,0.325,0.02,0.06,3,1,3.0968,194
0.75,0.15,0.0125,0.02,3,1,3.0964,155
0.75,0.15,0.0175,0.07,3,1,3.0964,182
0.65,0.2,0.015,0.08,3,1,3.096,153
0.65,0.2,0.02,0.13,3,1,3.096,158
0.65,0.425,0.02,0.03,3,1,3.096,199
0.825,0.2,0.02,0.03,3,1,3.096,202
0.725,0.25,0.0175,0.04,3,1,3.0956,187
0.625,0.3,0.015,0.05,3,1,3.0952,157
0.625,0.3,0.02,0.1,3,1,3.0952,164
0.625,0.525,0.02,0.0,3,1,3.0952,222
0.8,0.3,0.02,0.0,3,1,3.0952,227
0.7,0.35,0.0175,0.01,3,1,3.0948,200
0.6,0.175,0.015,0.12,3,1,3.0944,133
0.6,0.175,0.02,0.17,3,1,3.0944,140
0.775,0.175,0.015,0.02,3,1,3.0944,172
0.775,0.175,0.02,0.07,3,1,3.0944,194
0.675,0.225,0.0125,0.03,3,1,3.094,146
0.675,0.225,0.0175,0.08,3,1,3.094,168
0.75,0.275,0.02,0.04,3,1,3.0937,201
0.65,0.325,0.0125,0.0,3,1,3.0933,161
0.65,0.325,0.0175,0.05,3,1,3.0933,179
0.725,0.15,0.015,0.06,3,1,3.0929,167
0.725,0.15,0.02,0.11,3,1,3.0929,173
0.725,0.375,0.02,0.01,3,1,3.0929,218
0.9,0.15,0.02,0.01,3,1,3.0929,214
0.625,0.2,0.0125,0.07,3,1,3.0925,140
0.625,0.2,0.0175,0.12,3,1,3.0925,148
0.625,0.425,0.0175,0.02,3,1,3.0925,187
0.8,0.2,0.0175,0.02,3,1,3.0925,193
0.7,0.25,0.015,0.03,3,1,3.0921,166
0.7,0.25,0.02,0.08,3,1,3.0921,184
0.6,0.3,0.0125,0.04,3,1,3.0917,138
0.6,0.3,0.0175,0.09,3,1,3.0917,153
0.675,0.35,0.015,0.0,3,1,3.0913,185
0.675,0.35,0.02,0.05,3,1,3.0913,196
0.75,0.175,0.0125,0.01,3,1,3.0909,161
0.75,0.175,0.0175,0.06,3,1,3.0909,186
0.65,0.225,0.015,0.07,3,1,3.0905,155
0.65,0.225,0.02,0.12,3,1,3.0905,157
0.65,0.45,0.02,0.02,3,1,3.0905,205
0.825,0.225,0.02,0.02,3,1,3.0905,208
0.725,0.275,0.0175,0.03,3,1,3.0901,187
0.625,0.325,0.015,0.04,3,1,3.0897,159
0.625,0.325,0.02,0.09,3,1,3.0897,168
0.7,0.15,0.0125,0.05,3,1,3.0893,151
0.7,0.15,0.0175,0.1,3,1,3.0893,165
0.7,0.375,0.0175,0.0,3,1,3.0893,210
0.875,0.15,0.0175,0.0,3,1,3.0893,206
0.6,0.2,0.015,0.11,3,1,3.0889,138
0.6,0.2,0.02,0.16,3,1,3.0889,145
0.775,0.2,0.015,0.01,3,1,3.0889,180
0.775,0.2,0.02,0.06,3,1,3.0889,199
0.675,0.25,0.0125,0.02,3,1,3.0885,150
0.675,0.25,0.0175,0.07,3,1,3.0885,174
0.75,0.3,0.02,0.03,3,1,3.0881,204
0.65,0.35,0.0175,0.04,3,1,3.0877,182
0.725,0.175,0.015,0.05,3,1,3.0873,167
0.725,0.175,0.02,0.1,3,1,3.0873,175
0.725,0.4,0.02,0.0,3,1,3.0873,228
0.9,0.175,0.02,0.0,3,1,3.0873,224
0.625,0.225,0.0125,0.06,3,1,3.0869,138
0.625,0.225,0.0175,0.11,3,1,3.0869,150
0.625,0.45,0.0175,0.01,3,1,3.0869,195
0.8,0.225,0.0175,0.01,3,1,3.0869,199
0.7,0.275,0.015,0.02,3,1,3.0865,168
0.7,0.275,0.02,0.07,3,1,3.0865,189
0.6,0.325,0.0125,0.03,3,1,3.0861,140
0.6,0.325,0.0175,0.08,3,1,3.0861,161
0.675,0.15,0.015,0.09,3,1,3.0857,151
0.675,0.15,0.02,0.14,3,1,3.0857,160
0.675,0.375,0.02,0.04,3,1,3.0857,200
0.85,0.15,0.02,0.04,3,1,3.0857,197
0.75,0.2,0.0125,0.0,3,1,3.0853,169
0.75,0.2,0.0175,0.05,3,1,3.0853,188
0.65,0.25,0.015,0.06,3,1,3.0849,158
0.65,0.25,0.02,0.11,3,1,3.0849,163
0.65,0.475,0.02,0.01,3,1,3.0849,212
0.825,0.25,0.02,0.01,3,1,3.0849,216
0.725,0.3,0.0175,0.02,3,1,3.0845,193
0.625,0.35,0.015,0.03,3,1,3.0841,162
0.625,0.35,0.02,0.08,3,1,3.0841,177
0.7,0.175,0.0125,0.04,3,1,3.0837,151
0.7,0.175,0.0175,0.09,3,1,3.0837,166
0.6,0.225,0.015,0.1,3,1,3.0833,137
0.6,0.225,0.02,0.15,3,1,3.0833,144
0.6,0.45,0.02,0.05,3,1,3.0833,191
0.775,0.225,0.015,0.0,3,1,3.0833,186
0.775,0.225,0.02,0.05,3,1,3.0833,198
0.675,0.275,0.0125,0.01,3,1,3.0829,154
0.675,0.275,0.0175,0.06,3,1,3.0829,177
0.75,0.325,0.02,0.02,3,1,3.0825,210
0.65,0.15,0.0125,0.08,3,1,3.0821,142
0.65,0.15,0.0175,0.13,3,1,3.0821,149
0.65,0.375,0.0175,0.03,3,1,3.0821,186
0.825,0.15,0.0175,0.03,3,1,3.0821,185
0.725,0.2,0.015,0.04,3,1,3.0817,169
0.725,0.2,0.02,0.09,3,1,3.0817,179
0.625,0.25,0.0125,0.05,3,1,3.0813,140
0.625,0.25,0.0175,0.1,3,1,3.0813,153
0.625,0.475,0.0175,0.0,3,1,3.0813,204
0.8,0.25,0.0175,0.0,3,1,3.0813,209
0.7,0.3,0.015,0.01,3,1,3.081,176
0.7,0.3,0.02,0.06,3,1,3.081,195
0.6,0.35,0.0125,0.02,3,1,3.0806,144
0.6,0.35,0.0175,0.07,3,1,3.0806,168
0.675,0.175,0.015,0.08,3,1,3.0802,155
0.675,0.175,0.02,0.13,3,1,3.0802,160
0.675,0.4,0.02,0.03,3,1,3.0802,203
0.85,0.175,0.02,0.03,3,1,3.0802,200
0.75,0.225,0.0175,0.04,3,1,3.0798,187
0.65,0.275,0.015,0.05,3,1,3.0794,158
0.65,0.275,0.02,0.1,3,1,3.0794,165
0.65,0.5,0.02,0.0,3,1,3.0794,222
0.825,0.275,0.02,0.0,3,1,3.0794,227
0.725,0.325,0.0175,0.01,3,1,3.079,201
0.625,0.15,0.015,0.12,3,1,3.0786,137
0.625,0.15,0.02,0.17,3,1,3.0786,143
0.8,0.15,0.015,0.02,3,1,3.0786,169
0.8,0.15,0.02,0.07,3,1,3.0786,188
0.7,0.2,0.0125,0.03,3,1,3.0782,151
0.7,0.2,0.0175,0.08,3,1,3.0782,173
0.6,0.25,0.015,0.09,3,1,3.0778,138
0.6,0.25,0.02,0.14,3,1,3.0778,147
0.6,0.475,0.02,0.04,3,1,3.0778,194
0.775,0.25,0.02,0.04,3,1,3.0778,202
0.675,0.3,0.0125,0.0,3,1,3.0774,161
0.675,0.3,0.0175,0.05,3,1,3.0774,180
0.75,0.35,0.02,0.01,3,1,3.077,217
0.65,0.175,0.0125,0.07,3,1,3.0766,142
0.65,0.175,0.0175,0.12,3,1,3.0766,150
0.65,0.4,0.0175,0.02,3,1,3.0766,191
0.825,0.175,0.0175,0.02,3,1,3.0766,190
0.725,0.225,0.015,0.03,3,1,3.0762,167
0.725,0.225,0.02,0.08,3,1,3.0762,185
0.625,0.275,0.0125,0.04,3,1,3.0758,139
0.625,0.275,0.0175,0.09,3,1,3.0758,154
0.7,0.325,0.015,0.0,3,1,3.0754,186
0.7,0.325,0.02,0.05,3,1,3.0754,197
0.6,0.15,0.0125,0.11,3,1,3.075,132
0.775,0.15,0.0125,0.01,3,1,3.075,159
0.775,0.15,0.0175,0.06,3,1,3.075,184
0.675,0.2,0.015,0.07,3,1,3.0746,160
0.675,0.2,0.02,0.12,3,1,3.0746,163
0.675,0.425,0.02,0.02,3,1,3.0746,205
0.85,0.2,0.02,0.02,3,1,3.0746,206
0.75,0.25,0.0175,0.03,3,1,3.0742,189
0.65,0.3,0.015,0.04,3,1,3.0738,160
0.65,0.3,0.02,0.09,3,1,3.0738,169
0.725,0.35,0.0175,0.0,3,1,3.0734,210
0.625,0.175,0.015,0.11,3,1,3.073,141
0.625,0.175,0.02,0.16,3,1,3.073,147
0.8,0.175,0.015,0.01,3,1,3.073,176
0.8,0.175,0.02,0.06,3,1,3.073,193
0.7,0.225,0.0125,0.02,3,1,3.0726,150
0.7,0.225,0.0175,0.07,3,1,3.0726,176
0.6,0.275,0.015,0.08,3,1,3.0722,143
0.6,0.275,0.02,0.13,3,1,3.0722,145
0.6,0.5,0.02,0.03,3,1,3.0722,197
0.775,0.275,0.02,0.03,3,1,3.0722,203
0.675,0.325,0.0175,0.04,3,1,3.0718,183
0.75,0.15,0.015,0.05,3,1,3.0714,168
0.75,0.15,0.02,0.1,3,1,3.0714,175
0.75,0.375,0.02,0.0,3,1,3.0714,228
0.925,0.15,0.02,0.0,3,1,3.0714,225
0.65,0.2,0.0125,0.06,3,1,3.071,144
0.65,0.2,0.0175,0.11,3,1,3.071,156
